#,场景,子场景,数据来源,是否多轮,组别,测试数据,参考答案
400,催收多轮对话场景,无,FAQ相似问,多轮,59,I'll try asking my family.,We’re required to follow up. Could you tell us your plan to settle this?
401,催收多轮对话场景,无,FAQ相似问,多轮,59,I don't have money now.,"We understand it’s stressful. Still, when can you complete the payment?"
402,催收多轮对话场景,无,FAQ相似问,多轮,60,Kevin,"Hi Mr. Kevin, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
403,催收多轮对话场景,无,FAQ相似问,多轮,60,Stop bothering me.,Our records confirm the balance. Can you check and update us by today?
404,催收多轮对话场景,无,FAQ相似问,多轮,60,I'll try asking my family.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
405,催收多轮对话场景,无,FAQ相似问,多轮,60,Stop bothering me.,That’s a good step. Can you confirm if you’ll pay within a few days?
406,催收多轮对话场景,无,FAQ相似问,多轮,60,Why is the amount so high?,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
407,催收多轮对话场景,无,FAQ相似问,多轮,60,I'm waiting for my salary.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
408,催收多轮对话场景,无,FAQ相似问,多轮,60,I'm waiting for my salary.,We’re required to follow up. Could you tell us your plan to settle this?
409,催收多轮对话场景,无,FAQ相似问,多轮,60,I'm very stressed about this.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
410,催收多轮对话场景,无,FAQ相似问,多轮,61,Bob,"Hi Mr. Bob, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
411,催收多轮对话场景,无,FAQ相似问,多轮,61,I don't think I owe anything.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
412,催收多轮对话场景,无,FAQ相似问,多轮,61,I don't have money now.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
413,催收多轮对话场景,无,FAQ相似问,多轮,61,I already paid it.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
414,催收多轮对话场景,无,FAQ相似问,多轮,61,Why is the amount so high?,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
415,催收多轮对话场景,无,FAQ相似问,多轮,61,Stop bothering me.,"We understand it’s stressful. Still, when can you complete the payment?"
416,催收多轮对话场景,无,FAQ相似问,多轮,61,I don't have money now.,Our records confirm the balance. Can you check and update us by today?
417,催收多轮对话场景,无,FAQ相似问,多轮,61,I already paid it.,Our records confirm the balance. Can you check and update us by today?
418,催收多轮对话场景,无,FAQ相似问,多轮,61,I don't have money now.,Our records confirm the balance. Can you check and update us by today?
419,催收多轮对话场景,无,FAQ相似问,多轮,62,Mike,"Hi Mr. Mike, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
420,催收多轮对话场景,无,FAQ相似问,多轮,62,Stop bothering me.,We’re required to follow up. Could you tell us your plan to settle this?
421,催收多轮对话场景,无,FAQ相似问,多轮,62,I'm very stressed about this.,That’s a good step. Can you confirm if you’ll pay within a few days?
422,催收多轮对话场景,无,FAQ相似问,多轮,62,I'm waiting for my salary.,We’re required to follow up. Could you tell us your plan to settle this?
423,催收多轮对话场景,无,FAQ相似问,多轮,62,I'm going to complain to OJK.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
424,催收多轮对话场景,无,FAQ相似问,多轮,63,Sam,"Hi Mr. Sam, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
425,催收多轮对话场景,无,FAQ相似问,多轮,63,Stop bothering me.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
426,催收多轮对话场景,无,FAQ相似问,多轮,63,I'm very stressed about this.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
427,催收多轮对话场景,无,FAQ相似问,多轮,63,I don't think I owe anything.,We’re required to follow up. Could you tell us your plan to settle this?
428,催收多轮对话场景,无,FAQ相似问,多轮,63,I'm very stressed about this.,We’re required to follow up. Could you tell us your plan to settle this?
429,催收多轮对话场景,无,FAQ相似问,多轮,64,Chris,"Hi Mr. Chris, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
430,催收多轮对话场景,无,FAQ相似问,多轮,64,I'm very stressed about this.,Waiting until next month is too long. Could you try resolving it this week?
431,催收多轮对话场景,无,FAQ相似问,多轮,64,I don't have money now.,Our records confirm the balance. Can you check and update us by today?
432,催收多轮对话场景,无,FAQ相似问,多轮,64,I don't think I owe anything.,"We understand it’s stressful. Still, when can you complete the payment?"
433,催收多轮对话场景,无,FAQ相似问,多轮,64,Stop bothering me.,We’re required to follow up. Could you tell us your plan to settle this?
434,催收多轮对话场景,无,FAQ相似问,多轮,64,I'm waiting for my salary.,Our records confirm the balance. Can you check and update us by today?
435,催收多轮对话场景,无,FAQ相似问,多轮,64,I'm waiting for my salary.,That’s a good step. Can you confirm if you’ll pay within a few days?
436,催收多轮对话场景,无,FAQ相似问,多轮,65,Harry,"Hi Mr. Harry, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
437,催收多轮对话场景,无,FAQ相似问,多轮,65,I'll try asking my family.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
438,催收多轮对话场景,无,FAQ相似问,多轮,65,I don't have money now.,When exactly is your salary due? It will help us avoid escalation.
439,催收多轮对话场景,无,FAQ相似问,多轮,65,I'm waiting for my salary.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
440,催收多轮对话场景,无,FAQ相似问,多轮,65,I'm waiting for my salary.,We’re required to follow up. Could you tell us your plan to settle this?
441,催收多轮对话场景,无,FAQ相似问,多轮,65,I'm going to complain to OJK.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
442,催收多轮对话场景,无,FAQ相似问,多轮,66,Peter,"Hi Mr. Peter, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
443,催收多轮对话场景,无,FAQ相似问,多轮,66,Why is the amount so high?,We’re required to follow up. Could you tell us your plan to settle this?
444,催收多轮对话场景,无,FAQ相似问,多轮,66,I don't have money now.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
445,催收多轮对话场景,无,FAQ相似问,多轮,66,Stop bothering me.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
446,催收多轮对话场景,无,FAQ相似问,多轮,66,Why is the amount so high?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
447,催收多轮对话场景,无,FAQ相似问,多轮,66,I'll try asking my family.,Our records confirm the balance. Can you check and update us by today?
448,催收多轮对话场景,无,FAQ相似问,多轮,66,I'm waiting for my salary.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
449,催收多轮对话场景,无,FAQ相似问,多轮,66,I'm waiting for my salary.,When exactly is your salary due? It will help us avoid escalation.
450,催收多轮对话场景,无,FAQ相似问,多轮,66,I don't think I owe anything.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
451,催收多轮对话场景,无,FAQ相似问,多轮,67,Harry,"Hi Mr. Harry, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
452,催收多轮对话场景,无,FAQ相似问,多轮,67,I'm going to complain to OJK.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
453,催收多轮对话场景,无,FAQ相似问,多轮,67,Can I pay part of it?,We’re required to follow up. Could you tell us your plan to settle this?
454,催收多轮对话场景,无,FAQ相似问,多轮,67,I'll try asking my family.,We’re required to follow up. Could you tell us your plan to settle this?
455,催收多轮对话场景,无,FAQ相似问,多轮,67,I'm going to complain to OJK.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
456,催收多轮对话场景,无,FAQ相似问,多轮,67,Why is the amount so high?,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
457,催收多轮对话场景,无,FAQ相似问,多轮,67,I already paid it.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
458,催收多轮对话场景,无,FAQ相似问,多轮,67,I'm going to complain to OJK.,Waiting until next month is too long. Could you try resolving it this week?
459,催收多轮对话场景,无,FAQ相似问,多轮,67,Can I pay part of it?,"We understand it’s stressful. Still, when can you complete the payment?"
460,催收多轮对话场景,无,FAQ相似问,多轮,68,Tom,"Hi Mr. Tom, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
461,催收多轮对话场景,无,FAQ相似问,多轮,68,I already paid it.,Our records confirm the balance. Can you check and update us by today?
462,催收多轮对话场景,无,FAQ相似问,多轮,68,Why is the amount so high?,We’re required to follow up. Could you tell us your plan to settle this?
463,催收多轮对话场景,无,FAQ相似问,多轮,68,I'm going to complain to OJK.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
464,催收多轮对话场景,无,FAQ相似问,多轮,68,I'm waiting for my salary.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
465,催收多轮对话场景,无,FAQ相似问,多轮,68,I'll try asking my family.,That’s a good step. Can you confirm if you’ll pay within a few days?
466,催收多轮对话场景,无,FAQ相似问,多轮,68,I'm very stressed about this.,When exactly is your salary due? It will help us avoid escalation.
467,催收多轮对话场景,无,FAQ相似问,多轮,68,I'm going to complain to OJK.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
468,催收多轮对话场景,无,FAQ相似问,多轮,68,I don't think I owe anything.,"We understand it’s stressful. Still, when can you complete the payment?"
469,催收多轮对话场景,无,FAQ相似问,多轮,69,Kevin,"Hi Mr. Kevin, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
470,催收多轮对话场景,无,FAQ相似问,多轮,69,I don't think I owe anything.,That’s a good step. Can you confirm if you’ll pay within a few days?
471,催收多轮对话场景,无,FAQ相似问,多轮,69,Can I pay part of it?,"We understand it’s stressful. Still, when can you complete the payment?"
472,催收多轮对话场景,无,FAQ相似问,多轮,69,Maybe I'll pay next month.,We’re required to follow up. Could you tell us your plan to settle this?
473,催收多轮对话场景,无,FAQ相似问,多轮,69,Stop bothering me.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
474,催收多轮对话场景,无,FAQ相似问,多轮,69,I'll try asking my family.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
475,催收多轮对话场景,无,FAQ相似问,多轮,70,Mike,"Hi Mr. Mike, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
476,催收多轮对话场景,无,FAQ相似问,多轮,70,Maybe I'll pay next month.,Our records confirm the balance. Can you check and update us by today?
477,催收多轮对话场景,无,FAQ相似问,多轮,70,I'm very stressed about this.,Waiting until next month is too long. Could you try resolving it this week?
478,催收多轮对话场景,无,FAQ相似问,多轮,70,I don't think I owe anything.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
479,催收多轮对话场景,无,FAQ相似问,多轮,70,I already paid it.,We’re required to follow up. Could you tell us your plan to settle this?
480,催收多轮对话场景,无,FAQ相似问,多轮,71,Matt,"Hi Mr. Matt, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
481,催收多轮对话场景,无,FAQ相似问,多轮,71,I'm going to complain to OJK.,We’re required to follow up. Could you tell us your plan to settle this?
482,催收多轮对话场景,无,FAQ相似问,多轮,71,Why is the amount so high?,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
483,催收多轮对话场景,无,FAQ相似问,多轮,71,Why is the amount so high?,We’re required to follow up. Could you tell us your plan to settle this?
484,催收多轮对话场景,无,FAQ相似问,多轮,71,Why is the amount so high?,That’s a good step. Can you confirm if you’ll pay within a few days?
485,催收多轮对话场景,无,FAQ相似问,多轮,71,I'll try asking my family.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
486,催收多轮对话场景,无,FAQ相似问,多轮,71,I'm going to complain to OJK.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
487,催收多轮对话场景,无,FAQ相似问,多轮,71,I already paid it.,That’s a good step. Can you confirm if you’ll pay within a few days?
488,催收多轮对话场景,无,FAQ相似问,多轮,71,I'm very stressed about this.,We’re required to follow up. Could you tell us your plan to settle this?
489,催收多轮对话场景,无,FAQ相似问,多轮,72,Tim,"Hi Mr. Tim, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
490,催收多轮对话场景,无,FAQ相似问,多轮,72,Maybe I'll pay next month.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
491,催收多轮对话场景,无,FAQ相似问,多轮,72,I'll try asking my family.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
492,催收多轮对话场景,无,FAQ相似问,多轮,72,Stop bothering me.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
493,催收多轮对话场景,无,FAQ相似问,多轮,72,I'm going to complain to OJK.,We’re required to follow up. Could you tell us your plan to settle this?
494,催收多轮对话场景,无,FAQ相似问,多轮,72,Can I pay part of it?,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
495,催收多轮对话场景,无,FAQ相似问,多轮,72,I don't have money now.,When exactly is your salary due? It will help us avoid escalation.
496,催收多轮对话场景,无,FAQ相似问,多轮,73,Jack,"Hi Mr. Jack, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
497,催收多轮对话场景,无,FAQ相似问,多轮,73,I'm very stressed about this.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
498,催收多轮对话场景,无,FAQ相似问,多轮,73,I already paid it.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
499,催收多轮对话场景,无,FAQ相似问,多轮,73,Why is the amount so high?,We’re required to follow up. Could you tell us your plan to settle this?
500,催收多轮对话场景,无,FAQ相似问,多轮,73,Why is the amount so high?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
501,催收多轮对话场景,无,FAQ相似问,多轮,73,Stop bothering me.,We’re required to follow up. Could you tell us your plan to settle this?
502,催收多轮对话场景,无,FAQ相似问,多轮,73,Why is the amount so high?,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
503,催收多轮对话场景,无,FAQ相似问,多轮,73,I'm going to complain to OJK.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
504,催收多轮对话场景,无,FAQ相似问,多轮,73,Why is the amount so high?,That’s a good step. Can you confirm if you’ll pay within a few days?
505,催收多轮对话场景,无,FAQ相似问,多轮,74,Steve,"Hi Mr. Steve, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
506,催收多轮对话场景,无,FAQ相似问,多轮,74,I already paid it.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
507,催收多轮对话场景,无,FAQ相似问,多轮,74,Maybe I'll pay next month.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
508,催收多轮对话场景,无,FAQ相似问,多轮,74,Maybe I'll pay next month.,We’re required to follow up. Could you tell us your plan to settle this?
509,催收多轮对话场景,无,FAQ相似问,多轮,74,I'm very stressed about this.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
510,催收多轮对话场景,无,FAQ相似问,多轮,74,Why is the amount so high?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
511,催收多轮对话场景,无,FAQ相似问,多轮,75,Joe,"Hi Mr. Joe, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
512,催收多轮对话场景,无,FAQ相似问,多轮,75,I'm waiting for my salary.,Our records confirm the balance. Can you check and update us by today?
513,催收多轮对话场景,无,FAQ相似问,多轮,75,I'll try asking my family.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
514,催收多轮对话场景,无,FAQ相似问,多轮,75,I'm going to complain to OJK.,We’re required to follow up. Could you tell us your plan to settle this?
515,催收多轮对话场景,无,FAQ相似问,多轮,75,Stop bothering me.,That’s a good step. Can you confirm if you’ll pay within a few days?
516,催收多轮对话场景,无,FAQ相似问,多轮,75,Why is the amount so high?,Our records confirm the balance. Can you check and update us by today?
517,催收多轮对话场景,无,FAQ相似问,多轮,75,Stop bothering me.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
518,催收多轮对话场景,无,FAQ相似问,多轮,75,I'm very stressed about this.,Waiting until next month is too long. Could you try resolving it this week?
519,催收多轮对话场景,无,FAQ相似问,多轮,76,Matt,"Hi Mr. Matt, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
520,催收多轮对话场景,无,FAQ相似问,多轮,76,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
521,催收多轮对话场景,无,FAQ相似问,多轮,76,I already paid it.,That’s a good step. Can you confirm if you’ll pay within a few days?
522,催收多轮对话场景,无,FAQ相似问,多轮,76,I'm going to complain to OJK.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
523,催收多轮对话场景,无,FAQ相似问,多轮,76,I don't have money now.,That’s a good step. Can you confirm if you’ll pay within a few days?
524,催收多轮对话场景,无,FAQ相似问,多轮,76,Stop bothering me.,When exactly is your salary due? It will help us avoid escalation.
525,催收多轮对话场景,无,FAQ相似问,多轮,76,Stop bothering me.,That’s a good step. Can you confirm if you’ll pay within a few days?
526,催收多轮对话场景,无,FAQ相似问,多轮,76,I'm very stressed about this.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
527,催收多轮对话场景,无,FAQ相似问,多轮,77,Dan,"Hi Mr. Dan, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
528,催收多轮对话场景,无,FAQ相似问,多轮,77,I already paid it.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
529,催收多轮对话场景,无,FAQ相似问,多轮,77,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
530,催收多轮对话场景,无,FAQ相似问,多轮,77,I don't have money now.,We’re required to follow up. Could you tell us your plan to settle this?
531,催收多轮对话场景,无,FAQ相似问,多轮,77,I'm very stressed about this.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
532,催收多轮对话场景,无,FAQ相似问,多轮,77,I don't think I owe anything.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
533,催收多轮对话场景,无,FAQ相似问,多轮,77,Stop bothering me.,"We understand it’s stressful. Still, when can you complete the payment?"
534,催收多轮对话场景,无,FAQ相似问,多轮,77,I don't think I owe anything.,Waiting until next month is too long. Could you try resolving it this week?
535,催收多轮对话场景,无,FAQ相似问,多轮,77,I don't have money now.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
536,催收多轮对话场景,无,FAQ相似问,多轮,78,Tim,"Hi Mr. Tim, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
537,催收多轮对话场景,无,FAQ相似问,多轮,78,Stop bothering me.,Our records confirm the balance. Can you check and update us by today?
538,催收多轮对话场景,无,FAQ相似问,多轮,78,I'll try asking my family.,We’re required to follow up. Could you tell us your plan to settle this?
539,催收多轮对话场景,无,FAQ相似问,多轮,78,I don't have money now.,"We understand it’s stressful. Still, when can you complete the payment?"
540,催收多轮对话场景,无,FAQ相似问,多轮,78,I don't think I owe anything.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
541,催收多轮对话场景,无,FAQ相似问,多轮,78,I already paid it.,"We understand it’s stressful. Still, when can you complete the payment?"
542,催收多轮对话场景,无,FAQ相似问,多轮,78,I'm going to complain to OJK.,When exactly is your salary due? It will help us avoid escalation.
543,催收多轮对话场景,无,FAQ相似问,多轮,78,I already paid it.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
544,催收多轮对话场景,无,FAQ相似问,多轮,78,I already paid it.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
545,催收多轮对话场景,无,FAQ相似问,多轮,79,Paul,"Hi Mr. Paul, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
546,催收多轮对话场景,无,FAQ相似问,多轮,79,Why is the amount so high?,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
547,催收多轮对话场景,无,FAQ相似问,多轮,79,Why is the amount so high?,When exactly is your salary due? It will help us avoid escalation.
548,催收多轮对话场景,无,FAQ相似问,多轮,79,I'm waiting for my salary.,When exactly is your salary due? It will help us avoid escalation.
549,催收多轮对话场景,无,FAQ相似问,多轮,79,I don't think I owe anything.,That’s a good step. Can you confirm if you’ll pay within a few days?
550,催收多轮对话场景,无,FAQ相似问,多轮,80,Harry,"Hi Mr. Harry, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
551,催收多轮对话场景,无,FAQ相似问,多轮,80,I'll try asking my family.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
552,催收多轮对话场景,无,FAQ相似问,多轮,80,Why is the amount so high?,Waiting until next month is too long. Could you try resolving it this week?
553,催收多轮对话场景,无,FAQ相似问,多轮,80,I don't have money now.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
554,催收多轮对话场景,无,FAQ相似问,多轮,80,I'm going to complain to OJK.,That’s a good step. Can you confirm if you’ll pay within a few days?
555,催收多轮对话场景,无,FAQ相似问,多轮,80,I'll try asking my family.,"We understand it’s stressful. Still, when can you complete the payment?"
556,催收多轮对话场景,无,FAQ相似问,多轮,80,I'm waiting for my salary.,Our records confirm the balance. Can you check and update us by today?
557,催收多轮对话场景,无,FAQ相似问,多轮,81,Mike,"Hi Mr. Mike, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
558,催收多轮对话场景,无,FAQ相似问,多轮,81,Why is the amount so high?,That’s a good step. Can you confirm if you’ll pay within a few days?
559,催收多轮对话场景,无,FAQ相似问,多轮,81,I'm going to complain to OJK.,Waiting until next month is too long. Could you try resolving it this week?
560,催收多轮对话场景,无,FAQ相似问,多轮,81,I'll try asking my family.,When exactly is your salary due? It will help us avoid escalation.
561,催收多轮对话场景,无,FAQ相似问,多轮,81,Can I pay part of it?,"We understand it’s stressful. Still, when can you complete the payment?"
562,催收多轮对话场景,无,FAQ相似问,多轮,82,Peter,"Hi Mr. Peter, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
563,催收多轮对话场景,无,FAQ相似问,多轮,82,I'm very stressed about this.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
564,催收多轮对话场景,无,FAQ相似问,多轮,82,I don't think I owe anything.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
565,催收多轮对话场景,无,FAQ相似问,多轮,82,Can I pay part of it?,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
566,催收多轮对话场景,无,FAQ相似问,多轮,82,Stop bothering me.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
567,催收多轮对话场景,无,FAQ相似问,多轮,82,Can I pay part of it?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
568,催收多轮对话场景,无,FAQ相似问,多轮,82,I'll try asking my family.,"We understand it’s stressful. Still, when can you complete the payment?"
569,催收多轮对话场景,无,FAQ相似问,多轮,82,I don't think I owe anything.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
570,催收多轮对话场景,无,FAQ相似问,多轮,82,I'm going to complain to OJK.,Our records confirm the balance. Can you check and update us by today?
571,催收多轮对话场景,无,FAQ相似问,多轮,83,Jack,"Hi Mr. Jack, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
572,催收多轮对话场景,无,FAQ相似问,多轮,83,I'm waiting for my salary.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
573,催收多轮对话场景,无,FAQ相似问,多轮,83,Why is the amount so high?,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
574,催收多轮对话场景,无,FAQ相似问,多轮,83,I'll try asking my family.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
575,催收多轮对话场景,无,FAQ相似问,多轮,83,I'm very stressed about this.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
576,催收多轮对话场景,无,FAQ相似问,多轮,83,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
577,催收多轮对话场景,无,FAQ相似问,多轮,84,Brian,"Hi Mr. Brian, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
578,催收多轮对话场景,无,FAQ相似问,多轮,84,I don't think I owe anything.,Our records confirm the balance. Can you check and update us by today?
579,催收多轮对话场景,无,FAQ相似问,多轮,84,I'm waiting for my salary.,When exactly is your salary due? It will help us avoid escalation.
580,催收多轮对话场景,无,FAQ相似问,多轮,84,I don't have money now.,That’s a good step. Can you confirm if you’ll pay within a few days?
581,催收多轮对话场景,无,FAQ相似问,多轮,84,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
582,催收多轮对话场景,无,FAQ相似问,多轮,84,Stop bothering me.,"We understand it’s stressful. Still, when can you complete the payment?"
583,催收多轮对话场景,无,FAQ相似问,多轮,84,I already paid it.,That’s a good step. Can you confirm if you’ll pay within a few days?
584,催收多轮对话场景,无,FAQ相似问,多轮,85,Dan,"Hi Mr. Dan, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
585,催收多轮对话场景,无,FAQ相似问,多轮,85,I'm very stressed about this.,Our records confirm the balance. Can you check and update us by today?
586,催收多轮对话场景,无,FAQ相似问,多轮,85,I don't think I owe anything.,"We understand it’s stressful. Still, when can you complete the payment?"
587,催收多轮对话场景,无,FAQ相似问,多轮,85,I don't think I owe anything.,We’re required to follow up. Could you tell us your plan to settle this?
588,催收多轮对话场景,无,FAQ相似问,多轮,85,I don't have money now.,We’re required to follow up. Could you tell us your plan to settle this?
589,催收多轮对话场景,无,FAQ相似问,多轮,85,Can I pay part of it?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
590,催收多轮对话场景,无,FAQ相似问,多轮,85,I don't have money now.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
591,催收多轮对话场景,无,FAQ相似问,多轮,86,Peter,"Hi Mr. Peter, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
592,催收多轮对话场景,无,FAQ相似问,多轮,86,I'm going to complain to OJK.,We’re required to follow up. Could you tell us your plan to settle this?
593,催收多轮对话场景,无,FAQ相似问,多轮,86,Maybe I'll pay next month.,"We understand it’s stressful. Still, when can you complete the payment?"
594,催收多轮对话场景,无,FAQ相似问,多轮,86,Can I pay part of it?,Waiting until next month is too long. Could you try resolving it this week?
595,催收多轮对话场景,无,FAQ相似问,多轮,86,I don't think I owe anything.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
596,催收多轮对话场景,无,FAQ相似问,多轮,86,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
597,催收多轮对话场景,无,FAQ相似问,多轮,87,Harry,"Hi Mr. Harry, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
598,催收多轮对话场景,无,FAQ相似问,多轮,87,I don't have money now.,Waiting until next month is too long. Could you try resolving it this week?
599,催收多轮对话场景,无,FAQ相似问,多轮,87,I don't think I owe anything.,Our records confirm the balance. Can you check and update us by today?
600,催收多轮对话场景,无,FAQ相似问,多轮,87,Maybe I'll pay next month.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
601,催收多轮对话场景,无,FAQ相似问,多轮,87,I don't have money now.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
